custom_id,season,episode_number,episode_title,air_date,source_notes,has_false_suspect,has_public_exposure,needs_deep_review,summary
lo_s16_e06,16,6,Birthright,,"Episode involves a nurse performing unauthorized sterilizations on young women, one of whom dies. Primary focus is on the nurse's culpability, but episode explores multiple victims of false/coerced medical procedures.",Y,Y,N,"A street vendor, Sam Register, is murdered. Detectives initially pursue Traci Sands, a 16-year-old with a criminal record, as the primary suspect based on witness testimony and physical evidence. Traci dies in custody from complications of an unauthorized sterilization procedure. The case pivots to prosecuting Nurse Gloria Rhodes for Traci's death. Multiple other young women are revealed as victims of Rhodes' unauthorized sterilizations, performed without their knowledge or consent."
lo_s16_e07,16,7,House of Cards,,Transcript appears truncated mid-testimony during cross-examination of Arlene Tarrington,Y,Y,Y,"Chelsea Hagerty is murdered and her newborn stolen. Initially, her boyfriend Steve Monroe and ex Frank Stoll are investigated. Arlene Tarrington, who kidnapped the baby, is arrested for murder. She later claims Frank Stoll committed the murder as part of a baby-selling scheme. DNA reveals Stoll is the biological father, devastating Monroe who believed the child was his. Arlene testifies against Stoll. The transcript cuts off during cross-examination, making final resolution unclear."
lo_s16_e08,16,8,New York Minute,,Transcript provided,Y,Y,N,"Trucking company owner Clayton Stack is murdered. Investigation reveals he was smuggling illegal immigrants and caused the deaths of 12 people when his refrigerated trailer malfunctioned. Lester Wilkes, a former employee Stack fired, is initially suspected but cleared. The case ultimately focuses on Nathaniel Prentiss, a member of the anti-immigration Countrymen Borderwatch group, who killed Stack. Terry Dorn, another Countryman, is revealed to have sabotaged Stack's truck (causing the 12 deaths) and manipulated Prentiss into the murder to cover up his own crimes."
lo_s16_e09,16,9,Criminal Law,,Three women named Sylvia Rossi murdered by Harlan Barnes (using Troy Hendricks identity) on orders from father Leland Barnes to eliminate witnesses from 9-year-old workplace shooting case. Leon Whitaker and wife also killed. Elaine Bowman survives but recants testimony.,N,N,N,"Episode centers on witness elimination, not false accusations. Leland Barnes orchestrated murders of witnesses from his original trial through his son Harlan. No innocent persons were falsely accused - the perpetrators (Leland and Harlan Barnes) were correctly identified. Elaine Bowman recanted under pressure but was never accused of wrongdoing herself. The murdered Sylvia Rossis were victims, not accused parties."
lo_s16_e10,16,10,Acid,,"Emily Newton was burned with drain cleaner 6 months before her suicide. Jason Corley was accused, case dismissed due to witness recantation, then re-prosecuted after confession obtained via sting operation.",N,N,N,Emily Newton dies by suicide after being facially disfigured with industrial drain cleaner 6 months prior. Detectives investigate her death and determine her ex-boyfriend Jason Corley threw the acid. Corley is arrested but the case is dismissed when witness Christine Hill recants her line-up ID due to intimidation. A sting operation using Corley's new girlfriend and victim's sister Callie leads to his confession. Corley pleads guilty to 25 years. No falsely accused persons identified in this episode - Corley was guilty throughout.
lo_s16_e11,16,11,Bible Story,,Transcript appears complete through trial testimony but cuts off mid-sentence at end,Y,Y,N,"Jeffrey Kilgore is murdered outside a synagogue while destroying a sacred Torah. Initially suspected of being an anti-Semitic hate crime perpetrator, Kilgore is later revealed to be hired by Eric Speicher (congregation president Barry Speicher's cousin) to desecrate the book as leverage to force sale of the building. Barry Speicher killed Kilgore when he caught him in the act. The Palestinian laundromat owner Fadi Abu Libdeh is also briefly suspected due to neighborhood tensions but is cleared."
lo_s16_e12,16,12,Family Friend,,Transcript provided,Y,Y,N,"Philip Messick is murdered and his wife Valerie severely wounded in what appears to be a robbery. The detectives arrest Darrell Dennehy and Jay Fleckner. Valerie identifies Fleckner, but her testimony falters under cross-examination about her emotional state and certainty. Fleckner is acquitted. Retired detective Bob Cerullo (friend of the Messicks) later shoots Fleckner, claiming self-defense. Investigation reveals Cerullo and the deceased detective Dumar were selling stolen property through Messick to the mob. The gun on Fleckner was planted by Cerullo. At trial, Valerie Messick shockingly testifies she asked Cerullo to kill Fleckner and deliberately sabotaged her own testimony to ensure Fleckner's acquittal so Cerullo could kill him. Cerullo is convicted of murder. Multiple defendants from Cerullo's past cases file for new trials based on his admitted evidence planting."
lo_s16_e13,16,13,Heart of Darkness,,"Tadhg Ruane was mentally ill (dysphoric mania) and suicidal. He was not accused of a crime; rather, he was the victim of a suspected murder staged as suicide. Multiple people were investigated as suspects but later cleared.",Y,Y,N,Journalist Tadhg Ruane's death is initially staged as suicide but investigated as murder. Multiple suspects are investigated and publicly questioned/arrested before the real circumstances emerge: assisted suicide involving his girlfriend Angela Burkett and brother Gerald Ruane. Alfred Biso (gun dealer) and Angela Burkett were both initially suspected of murder before being cleared or having charges reduced. Biso was publicly arrested in front of customers; Angela was publicly accused in court before the assisted suicide defense emerged.
lo_s16_e14,16,14,Magnet,,Full transcript appears complete through verdict.,N,N,N,"High school student Alex Garcia is murdered in a music room. Investigation reveals he was selling test answers to other students. Greg Loomis, a wealthy student whose grades depended on Alex's cheating scheme, killed Alex after he refused to provide more answers. Defense claimed Centinall (ADHD medication) caused involuntary intoxication, but prosecution proved Greg was selling his pills rather than taking them. Freddie Colon committed perjury by falsely claiming he bought pills from Greg (at victim's father's urging), but Greg was ultimately convicted of Murder in the Second Degree. No innocent parties were publicly accused or harmed by false accusations in this episode."
lo_s16_e15,16,15,Choice of Evils,,Complex case involving mother killing son; includes wrongful ATM murder accusation subplot,Y,Y,N,"Danny Ashburn, a troubled teen living on the streets, is murdered by his mother Allison. Investigation reveals Danny had Type 2 Conduct Disorder and his biological father was serial killer Walter Flint. During trial, defense uses justification argument that Danny posed imminent threat. A surveillance video emerges showing Danny committed an ATM murder of Philip Brown - an innocent victim wrongly counted in initial suspect Shawn's profile, and Philip Brown himself as murder victim. Tina Keith (Danny's girlfriend) knew details but didn't report. Mother convicted of Murder 2."
lo_s16_e16,16,16,Cost of Capital,,Transcript appears complete through final scene where defense accepts plea deal.,Y,Y,N,"Derek Miller, an investment banker, is murdered after threatening to expose his affair with his boss Sophia Keener. Detectives initially suspect Lucas Brody (jealous colleague) and Robert White (estranged husband). Both are publicly questioned but later cleared. Robert White is arrested based on forensic evidence but ultimately cooperates against Sophia. The case reveals decades of sexual abuse by Andrew Keener (Sophia's father) of both Sophia and her daughter Katie, used as leverage for alibis and corporate control."
lo_s16_e17,16,17,"America, Inc.",,Transcript appears complete through most of trial but cuts off during final dialogue.,N,N,N,"Jeffrey Pope, a supervisor for private military contractor Diamond River Group, is murdered in a NYC hotel. Investigation leads to Kevin Boatman (ex-colleague who blamed Pope for deaths in Iraq roadside bomb) and Robbie Howell (brother of Nick Howell, killed in that ambush). Both are charged with murder. Defense introduces video of Nick Howell's ambush/beheading to show Pope's incompetence created enemies. Boatman reveals Pope was in NYC to ransom an Iraqi terrorist (Abu Zayeed) to Israelis for $15M - DRG team captured him and held him in secret facility. Pentagon needs Boatman's cooperation to locate Zayeed and potentially save three captured Marines. DA dismisses charges against Boatman in exchange for cooperation; proceeds against Robbie Howell alone. No falsely accused innocent persons are identified in this episode - the defendants appear to be the actual perpetrators, though defense argues justification/context."
